,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
18,mobileOG_000045769|tnpA|WP_021512645.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_291_scaffold00001_2938753-2949409_scaffold00001_2823_11 # 7110 # 8357 # -1 # ID=30_11;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.511,99.8,830.0,415,1.449999999999999e-306,416,1,415,1,415,mobileOG_000045769,tnpA,WP_021512645.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_291_scaffold00001_2938753-2949409_scaffold00001_2823_11, 7110 # 8357 # -1 , 7110,8357,-1 ,30_11,30,11,00,TTG,GGA/GAG/AGG,5-10bp,0.511,Esch_coli_GTEN_291_scaffold00001_2938753-2949409_scaffold00001_2823,mobileOG_000045769_Esch_coli_GTEN_291_scaffold00001_2938753-2949409_scaffold00001_2823
19,mobileOG_000042866|tnpR|WP_013307854.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_291_scaffold00001_2938753-2949409_scaffold00001_2823_12 # 8363 # 9658 # -1 # ID=30_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.522,100.0,830.0,558,4.199999999999998e-304,432,1,428,1,428,mobileOG_000042866,tnpR,WP_013307854.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_291_scaffold00001_2938753-2949409_scaffold00001_2823_12, 8363 # 9658 # -1 , 8363,9658,-1 ,30_12,30,12,00,ATG,GGA/GAG/AGG,5-10bp,0.522,Esch_coli_GTEN_291_scaffold00001_2938753-2949409_scaffold00001_2823,mobileOG_000042866_Esch_coli_GTEN_291_scaffold00001_2938753-2949409_scaffold00001_2823
20,mobileOG_000056778|insC1|WP_001459498.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_2 # 729 # 920 # 1 # ID=31_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.474,100.0,127.0,63,4.32e-40,64,1,63,1,63,mobileOG_000056778,insC1,WP_001459498.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_2, 729 # 920 # 1 , 729,920,1 ,31_2,31,2,00,ATG,4Base/6BMM,13-15bp,0.474,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830,mobileOG_000056778_Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830
21,mobileOG_000045769|tnpA|WP_021512645.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_4 # 1814 # 3061 # -1 # ID=31_4;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.511,99.8,830.0,415,1.449999999999999e-306,416,1,415,1,415,mobileOG_000045769,tnpA,WP_021512645.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_4, 1814 # 3061 # -1 , 1814,3061,-1 ,31_4,31,4,00,TTG,GGA/GAG/AGG,5-10bp,0.511,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830,mobileOG_000045769_Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830
22,mobileOG_000042866|tnpR|WP_013307854.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_5 # 3067 # 4362 # -1 # ID=31_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.522,100.0,830.0,558,4.199999999999998e-304,432,1,428,1,428,mobileOG_000042866,tnpR,WP_013307854.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_5, 3067 # 4362 # -1 , 3067,4362,-1 ,31_5,31,5,00,ATG,GGA/GAG/AGG,5-10bp,0.522,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830,mobileOG_000042866_Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830
23,mobileOG_000035646|tnpA|WP_000608644.1|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_9 # 6132 # 7394 # -1 # ID=31_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.340,100.0,823.0,420,1.689999999999999e-303,421,1,420,1,420,mobileOG_000035646,tnpA,WP_000608644.1,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_9, 6132 # 7394 # -1 , 6132,7394,-1 ,31_9,31,9,00,ATG,GGA/GAG/AGG,5-10bp,0.340,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830,mobileOG_000035646_Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830
24,mobileOG_000001093|insE3|P0CF67|integration/excision|NA|Multiple|Manual,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_12 # 9007 # 9306 # 1 # ID=31_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.500,100.0,177.0,99,1.15e-58,100,1,99,1,99,mobileOG_000001093,insE3,P0CF67,integration/excision,NA,Multiple,Manual,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_12, 9007 # 9306 # 1 , 9007,9306,1 ,31_12,31,12,00,ATG,GGAG/GAGG,5-10bp,0.500,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830,mobileOG_000001093_Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830
25,mobileOG_000001094|insF3|P0CF82|integration/excision|NA|Multiple|Manual,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_13 # 9303 # 10169 # 1 # ID=31_13;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.551,100.0,605.0,288,7.559999999999996e-222,289,1,288,1,288,mobileOG_000001094,insF3,P0CF82,integration/excision,NA,Multiple,Manual,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830_13, 9303 # 10169 # 1 , 9303,10169,1 ,31_13,31,13,00,ATG,None,None,0.551,Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830,mobileOG_000001094_Esch_coli_GTEN_291_scaffold00001_2944049-2954924_scaffold00001_2830
26,"mobileOG_000025715|ihfB|WP_002898165.1|integration/excision|regulation,lysis/lysogeny|Plasmid RefSeq|Manual",Esch_coli_GTEN_291_scaffold00001_3074354-3086102_scaffold00001_2946_9 # 9258 # 9542 # -1 # ID=32_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.491,97.8,187.0,95,8.879999999999998e-63,95,1,93,1,93,mobileOG_000025715,ihfB,WP_002898165.1,integration/excision,"regulation,lysis/lysogeny",Plasmid RefSeq,Manual,Esch_coli_GTEN_291_scaffold00001_3074354-3086102_scaffold00001_2946_9, 9258 # 9542 # -1 , 9258,9542,-1 ,32_9,32,9,00,ATG,GGAGG,3-4bp,0.491,Esch_coli_GTEN_291_scaffold00001_3074354-3086102_scaffold00001_2946,mobileOG_000025715_Esch_coli_GTEN_291_scaffold00001_3074354-3086102_scaffold00001_2946
27,mobileOG_000039162|xerC_3|A0A2X7P8R3|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_291_scaffold00001_3192577-3203809_scaffold00001_3067_2 # 437 # 1468 # 1 # ID=33_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.473,99.7,688.0,343,9.199999999999996e-253,344,1,343,1,343,mobileOG_000039162,xerC_3,A0A2X7P8R3,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_291_scaffold00001_3192577-3203809_scaffold00001_3067_2, 437 # 1468 # 1 , 437,1468,1 ,33_2,33,2,00,ATG,GGAGG,5-10bp,0.473,Esch_coli_GTEN_291_scaffold00001_3192577-3203809_scaffold00001_3067,mobileOG_000039162_Esch_coli_GTEN_291_scaffold00001_3192577-3203809_scaffold00001_3067
28,"mobileOG_000000399|quuD|A0A0I0K3R1|phage|infection,transcription|Multiple|Manual",Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_1 # 3 # 287 # -1 # ID=34_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.449,100.0,206.0,127,1.1699999999999997e-69,95,1,95,1,95,mobileOG_000000399,quuD,A0A0I0K3R1,phage,"infection,transcription",Multiple,Manual,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_1, 3 # 287 # -1 , 3,287,-1 ,34_1,34,1,10,ATG,GGAG/GAGG,5-10bp,0.449,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180,mobileOG_000000399_Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180
29,mobileOG_000000025|rusA|A0A073GDL3|replication/recombination/repair|NA|Multiple|Manual,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_3 # 510 # 872 # -1 # ID=34_3;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.537,100.0,247.0,120,1.3099999999999997e-85,121,1,120,1,120,mobileOG_000000025,rusA,A0A073GDL3,replication/recombination/repair,NA,Multiple,Manual,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_3, 510 # 872 # -1 , 510,872,-1 ,34_3,34,3,00,GTG,AGxAGG/AGGxGG,5-10bp,0.537,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180,mobileOG_000000025_Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180
30,"mobileOG_000079227|P|A0A0A1A1Z3|phage|replication/recombination/repair,initiation|GPD|Homology",Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_12 # 5700 # 6401 # -1 # ID=34_12;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.544,100.0,462.0,233,2.769999999999999e-167,234,1,233,1,233,mobileOG_000079227,P,A0A0A1A1Z3,phage,"replication/recombination/repair,initiation",GPD,Homology,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_12, 5700 # 6401 # -1 , 5700,6401,-1 ,34_12,34,12,00,ATG,GGxGG,3-4bp,0.544,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180,mobileOG_000079227_Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180
31,mobileOG_000230410|O|A0A2J1DDE7|phage|replication/recombination/repair|GPD|Homology,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_13 # 6398 # 7417 # -1 # ID=34_13;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.478,100.0,681.0,339,2.6299999999999987e-250,340,1,339,1,339,mobileOG_000230410,O,A0A2J1DDE7,phage,replication/recombination/repair,GPD,Homology,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_13, 6398 # 7417 # -1 , 6398,7417,-1 ,34_13,34,13,00,ATG,GGxGG,3-4bp,0.478,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180,mobileOG_000230410_Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180
32,"mobileOG_000030430|cro|WP_000184665.1|phage|infection,regulation|Multiple|Homology",Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_15 # 7984 # 8211 # -1 # ID=34_15;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.461,100.0,155.0,75,1.4499999999999998e-50,76,1,75,1,75,mobileOG_000030430,cro,WP_000184665.1,phage,"infection,regulation",Multiple,Homology,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_15, 7984 # 8211 # -1 , 7984,8211,-1 ,34_15,34,15,00,ATG,AGGA,5-10bp,0.461,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180,mobileOG_000030430_Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180
33,"mobileOG_000230409|prtR|A0A2J1DDC4|phage|replication,transfer|GPD|Homology",Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_16 # 8322 # 9014 # 1 # ID=34_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.472,100.0,461.0,230,1.2699999999999996e-166,231,1,230,1,230,mobileOG_000230409,prtR,A0A2J1DDC4,phage,"replication,transfer",GPD,Homology,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180_16, 8322 # 9014 # 1 , 8322,9014,1 ,34_16,34,16,00,ATG,None,None,0.472,Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180,mobileOG_000230409_Esch_coli_GTEN_291_scaffold00001_3307437-3317769_scaffold00001_3180
34,mobileOG_000026116|priC|F0JM94|replication/recombination/repair|NA|Plasmid RefSeq|Manual,Esch_coli_GTEN_291_scaffold00001_3613336-3624529_scaffold00001_3464_1 # 3 # 335 # 1 # ID=36_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.601,96.4,197.0,175,3.479999999999999e-65,111,66,175,1,110,mobileOG_000026116,priC,F0JM94,replication/recombination/repair,NA,Plasmid RefSeq,Manual,Esch_coli_GTEN_291_scaffold00001_3613336-3624529_scaffold00001_3464_1, 3 # 335 # 1 , 3,335,1 ,36_1,36,1,10,Edge,None,None,0.601,Esch_coli_GTEN_291_scaffold00001_3613336-3624529_scaffold00001_3464,mobileOG_000026116_Esch_coli_GTEN_291_scaffold00001_3613336-3624529_scaffold00001_3464
35,mobileOG_000071197|insB_2|NA|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_291_scaffold00001_4159531-4170790_scaffold00001_3976_6 # 4033 # 4242 # -1 # ID=38_6;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.486,100.0,140.0,69,4.2299999999999995e-45,70,1,69,1,69,mobileOG_000071197,insB_2,NA,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_291_scaffold00001_4159531-4170790_scaffold00001_3976_6, 4033 # 4242 # -1 , 4033,4242,-1 ,38_6,38,6,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.486,Esch_coli_GTEN_291_scaffold00001_4159531-4170790_scaffold00001_3976,mobileOG_000071197_Esch_coli_GTEN_291_scaffold00001_4159531-4170790_scaffold00001_3976
36,mobileOG_000045297|NA|WP_134806729.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_291_scaffold00001_4159531-4170790_scaffold00001_3976_7 # 4243 # 4536 # -1 # ID=38_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.565,100.0,201.0,97,4.889999999999999e-68,98,1,97,1,97,mobileOG_000045297,NA,WP_134806729.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_291_scaffold00001_4159531-4170790_scaffold00001_3976_7, 4243 # 4536 # -1 , 4243,4536,-1 ,38_7,38,7,00,ATG,None,None,0.565,Esch_coli_GTEN_291_scaffold00001_4159531-4170790_scaffold00001_3976,mobileOG_000045297_Esch_coli_GTEN_291_scaffold00001_4159531-4170790_scaffold00001_3976
37,mobileOG_000025771|insA3|P0CF06|integration/excision|NA|Plasmid RefSeq|Manual,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133_1 # 3 # 215 # -1 # ID=39_1;partial=10;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.545,100.0,151.0,81,3.3100000000000003e-49,71,1,71,1,71,mobileOG_000025771,insA3,P0CF06,integration/excision,NA,Plasmid RefSeq,Manual,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133_1, 3 # 215 # -1 , 3,215,-1 ,39_1,39,1,10,GTG,GGAG/GAGG,5-10bp,0.545,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133,mobileOG_000025771_Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133
38,mobileOG_000330413|ecnB|ETJ37164.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133_10 # 7246 # 7392 # -1 # ID=39_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.483,100.0,88.2,48,8.370000000000002e-25,49,1,48,1,48,mobileOG_000330413,ecnB,ETJ37164.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133_10, 7246 # 7392 # -1 , 7246,7392,-1 ,39_10,39,10,00,ATG,AGGA,5-10bp,0.483,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133,mobileOG_000330413_Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133
39,mobileOG_000321643|ecnB|WP_000977757.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133_11 # 7503 # 7628 # -1 # ID=39_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.532,100.0,79.3,41,1.73e-21,42,1,41,1,41,mobileOG_000321643,ecnB,WP_000977757.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133_11, 7503 # 7628 # -1 , 7503,7628,-1 ,39_11,39,11,00,ATG,GGA/GAG/AGG,5-10bp,0.532,Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133,mobileOG_000321643_Esch_coli_GTEN_291_scaffold00001_4319523-4330656_scaffold00001_4133
40,mobileOG_000318318|tnpA|WP_130624307.1|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56_3 # 1717 # 2193 # 1 # ID=45_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.520,100.0,320.0,190,1.0299999999999997e-112,159,33,190,1,158,mobileOG_000318318,tnpA,WP_130624307.1,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56_3, 1717 # 2193 # 1 , 1717,2193,1 ,45_3,45,3,00,ATG,None,None,0.520,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56,mobileOG_000318318_Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56
41,mobileOG_000269897|tnpA|WP_129554438.1|integration/excision|NA|IME|Homology,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56_4 # 2369 # 2689 # 1 # ID=45_4;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.611,99.1,211.0,209,2.9299999999999994e-70,107,104,209,1,106,mobileOG_000269897,tnpA,WP_129554438.1,integration/excision,NA,IME,Homology,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56_4, 2369 # 2689 # 1 , 2369,2689,1 ,45_4,45,4,00,TTG,None,None,0.611,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56,mobileOG_000269897_Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56
42,mobileOG_000033423|tnpA|NA|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56_8 # 6037 # 6741 # -1 # ID=45_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.532,100.0,496.0,234,2.2999999999999995e-180,235,1,234,1,234,mobileOG_000033423,tnpA,NA,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56_8, 6037 # 6741 # -1 , 6037,6741,-1 ,45_8,45,8,00,ATG,GGAG/GAGG,5-10bp,0.532,Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56,mobileOG_000033423_Esch_coli_GTEN_291_scaffold00002_46781-57695_scaffold00002_56
43,mobileOG_000033423|tnpA|NA|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59_5 # 3941 # 4645 # -1 # ID=46_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.532,100.0,496.0,234,2.2999999999999995e-180,235,1,234,1,234,mobileOG_000033423,tnpA,NA,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59_5, 3941 # 4645 # -1 , 3941,4645,-1 ,46_5,46,5,00,ATG,GGAG/GAGG,5-10bp,0.532,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59,mobileOG_000033423_Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59
44,mobileOG_000033423|tnpA|NA|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59_12 # 8839 # 9543 # 1 # ID=46_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.532,100.0,496.0,234,2.2999999999999995e-180,235,1,234,1,234,mobileOG_000033423,tnpA,NA,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59_12, 8839 # 9543 # 1 , 8839,9543,1 ,46_12,46,12,00,ATG,GGAG/GAGG,5-10bp,0.532,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59,mobileOG_000033423_Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59
45,mobileOG_000001151|pemK|P13976|stability/transfer/defense|NA|Multiple|Manual,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59_13 # 9839 # 10171 # -1 # ID=46_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.562,100.0,218.0,110,2.4499999999999997e-74,111,1,110,1,110,mobileOG_000001151,pemK,P13976,stability/transfer/defense,NA,Multiple,Manual,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59_13, 9839 # 10171 # -1 , 9839,10171,-1 ,46_13,46,13,00,ATG,AGGAG,5-10bp,0.562,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59,mobileOG_000001151_Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59
46,mobileOG_000001150|pemI|P13975|stability/transfer/defense|NA|Multiple|Manual,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59_14 # 10173 # 10430 # -1 # ID=46_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.535,100.0,171.0,85,1.6399999999999996e-56,86,1,85,1,85,mobileOG_000001150,pemI,P13975,stability/transfer/defense,NA,Multiple,Manual,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59_14, 10173 # 10430 # -1 , 10173,10430,-1 ,46_14,46,14,00,ATG,GGAGG,5-10bp,0.535,Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59,mobileOG_000001150_Esch_coli_GTEN_291_scaffold00002_48877-59614_scaffold00002_59
,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,Esch_coli_GTEN_293_scaffold00001_482750-493907_scaffold00001_463_9 # 8455 # 8751 # -1 # ID=7_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,Esch_coli_GTEN_293_scaffold00001_482750-493907_scaffold00001_463_9, 8455 # 8751 # -1 , 8455,8751,-1 ,7_9,7,9,00,ATG,GGA/GAG/AGG,11-12bp,0.471,Esch_coli_GTEN_293_scaffold00001_482750-493907_scaffold00001_463,mobileOG_000003237_Esch_coli_GTEN_293_scaffold00001_482750-493907_scaffold00001_463
1,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,Esch_coli_GTEN_293_scaffold00001_484306-494968_scaffold00001_464_8 # 6899 # 7195 # -1 # ID=8_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,Esch_coli_GTEN_293_scaffold00001_484306-494968_scaffold00001_464_8, 6899 # 7195 # -1 , 6899,7195,-1 ,8_8,8,8,00,ATG,GGA/GAG/AGG,11-12bp,0.471,Esch_coli_GTEN_293_scaffold00001_484306-494968_scaffold00001_464,mobileOG_000003237_Esch_coli_GTEN_293_scaffold00001_484306-494968_scaffold00001_464
2,"mobileOG_000025806|cca|J7Q9S8|phage|regulation,infection|Multiple|Manual",Esch_coli_GTEN_293_scaffold00001_696298-707119_scaffold00001_666_8 # 6003 # 7241 # -1 # ID=9_8;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.564,100.0,842.0,412,3.06e-311,413,1,412,1,412,mobileOG_000025806,cca,J7Q9S8,phage,"regulation,infection",Multiple,Manual,Esch_coli_GTEN_293_scaffold00001_696298-707119_scaffold00001_666_8, 6003 # 7241 # -1 , 6003,7241,-1 ,9_8,9,8,00,GTG,GGA/GAG/AGG,5-10bp,0.564,Esch_coli_GTEN_293_scaffold00001_696298-707119_scaffold00001_666,mobileOG_000025806_Esch_coli_GTEN_293_scaffold00001_696298-707119_scaffold00001_666
