sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim	sample1_hh	sample2_hh	HH_type	sample1_host	sample2_host
P1057	P2050	na	NZ_CP101921.1	4790226	723833	15.1106	720404	99.5263	717762	99.6333	3429	0.4737	721173	99.6325	6731	0.9299	4071	60.4814	967	14.3664	2658	39.4889	2680	39.8158	113463	19.513	33140	84.5474	0.9785	057	050	Between	Animal	Animal
P1057	P2071	na	NZ_CP055184.1	4757418	1640613	34.4854	1631661	99.4544	1628151	99.7849	8952	0.5456	1637089	99.7852	13693	0.8346	10169	74.2642	1745	12.7437	3416	24.9471	7849	57.3213	103006	94.6246	100107	100	0.9982	057	071	Between	Animal	Animal
P1057	P3051	na	NZ_CP055184.1	4757418	2030858	42.6882	2020213	99.4758	2016395	99.811	10645	0.5242	2027012	99.8106	16131	0.7943	12285	76.1577	2019	12.5163	3579	22.1871	9541	59.147	103006	43.4266	61381	82.4033	0.9818	057	051	Between	Animal	Animal
P1057	S1066	na	NZ_CP055184.1	4757418	2019015	42.4393	2013932	99.7482	2012161	99.9121	5083	0.2518	2017225	99.9113	9703	0.4806	7913	81.5521	3198	32.9589	2158	22.2405	3493	35.9992	103006	84.032	69047	100	0.9927	057	066	Between	Animal	Environment
P1057	W1050	na	NZ_CP101921.1	4790226	3357864	70.0982	3353670	99.8751	3338414	99.5451	4194	0.1249	3342587	99.545	21875	0.6515	6598	30.1623	2520	11.52	4237	19.3691	14222	65.0149	113463	57.7007	60246	90.3927	0.9843	057	050	Between	Animal	Environment
P1058	P1064	na	NZ_CP019267.1	4740860	1200936	25.3316	1192392	99.2886	1190491	99.8406	8544	0.7114	1199015	99.84	10732	0.8936	8811	82.1003	949	8.8427	4931	45.9467	4417	41.1573	27647	52.0418	83968	18.9227	0.9825	058	064	Between	Animal	Animal
P1058	P1071	na	NZ_AP021933.1	4928821	3148295	63.8752	3143955	99.8621	3098153	98.5432	4340	0.1379	3102399	98.5422	50375	1.6001	4479	8.8913	268	0.532	2764	5.4868	46374	92.0576	5847	100	296029	1.9748	0.9411	058	071	Between	Animal	Animal
P1058	P1075	na	NZ_CP019245.1	4729175	1903418	40.2484	1890803	99.3372	1889374	99.9244	12615	0.6628	1901958	99.9233	14629	0.7686	13169	90.0198	1190	8.1345	1903	13.0084	10930	74.7146	77949	93.3033	199683	40.3369	0.9716	058	075	Between	Animal	Animal
P1058	P1093	na	NZ_CP019245.1	4729175	1840236	38.9124	1834827	99.7061	1833104	99.9061	5409	0.2939	1838486	99.9049	7852	0.4267	6102	77.7127	1126	14.3403	2522	32.1192	3447	43.8996	77949	93.3033	167448	47.9205	0.9785	058	093	Between	Animal	Animal
P1058	P1099	na	NZ_CP019267.1	4740860	2108998	44.4856	2101550	99.6468	2099044	99.8808	7448	0.3532	2106462	99.8798	10372	0.4918	7836	75.5496	438	4.2229	7580	73.0814	1981	19.0995	27647	54.6678	148662	13.7453	0.9691	058	099	Between	Animal	Animal
P1058	P1110	na	NZ_CP019267.1	4740860	1662476	35.067	1653443	99.4567	1650890	99.8456	9033	0.5433	1659892	99.8446	11918	0.7169	9334	78.3185	746	6.2594	5688	47.7261	5003	41.9785	27647	100	104975	47.0341	0.983	058	110	Between	Animal	Animal
P1058	P2053	na	NZ_AP021933.1	4928821	2766768	56.1345	2738913	98.9932	2711070	98.9834	27855	1.0068	2738618	98.9826	55989	2.0236	27839	49.7223	825	1.4735	2366	4.2258	52181	93.1987	5847	100	135850	4.3136	0.9736	058	053	Between	Animal	Animal
P1058	P2060	na	NZ_CP019267.1	4740860	1571924	33.1569	1564742	99.5431	1563616	99.928	7182	0.4569	1570786	99.9276	8656	0.5507	7518	86.853	670	7.7403	5707	65.9311	2062	23.8216	27647	52.0418	120843	25.4545	0.9747	058	060	Between	Animal	Animal
P1058	P2064	na	NZ_CP019267.1	4740860	2130351	44.936	2119880	99.5085	2118697	99.9442	10471	0.4915	2129150	99.9436	11976	0.5622	10775	89.9716	1050	8.7675	7282	60.8049	3132	26.1523	27647	52.0418	52536	30.5847	0.9891	058	064	Between	Animal	Animal
P1058	P2064	na	NZ_CP019245.1	4729175	1810627	38.2863	1802645	99.5592	1801138	99.9164	7982	0.4408	1809086	99.9149	10254	0.5663	8713	84.9717	1373	13.3899	3028	29.5299	5169	50.4096	77949	100	138419	63.9081	0.987	058	064	Between	Animal	Animal
P1058	P2069	na	NZ_CP019267.1	4740860	1938114	40.8811	1924976	99.3221	1923500	99.9233	13138	0.6779	1936612	99.9225	15029	0.7754	13527	90.006	1389	9.2421	6055	40.2888	7195	47.8741	27647	52.0418	91008	17.7402	0.981	058	069	Between	Animal	Animal
P1058	P2075	na	NZ_CP019245.1	4729175	2291786	48.4606	2287260	99.8025	2284779	99.8915	4526	0.1975	2289263	99.8899	7788	0.3398	5265	67.604	980	12.5835	2447	31.4201	3538	45.4289	77949	93.3033	216190	37.5179	0.9681	058	075	Between	Animal	Animal
P1058	P2090	na	NZ_CP060073.1	4672168	1493490	31.9657	1488329	99.6544	1486200	99.857	5161	0.3456	1491320	99.8547	7755	0.5193	5585	72.0181	709	9.1425	3908	50.3933	2724	35.1257	48917	86.6468	66376	62.8465	0.9931	058	090	Between	Animal	Animal
P1058	P2092	na	NZ_CP019267.1	4740860	2093000	44.1481	2082395	99.4933	2080145	99.892	10605	0.5067	2090717	99.8909	13279	0.6344	10996	82.8074	1154	8.6904	6997	52.6922	4511	33.9709	27647	73.1653	96103	25.5778	0.9818	058	092	Between	Animal	Animal
P1058	P2092	na	NZ_CP019245.1	4729175	1815007	38.3789	1805924	99.4996	1804418	99.9166	9083	0.5004	1813463	99.9149	11474	0.6322	9930	86.5435	1672	14.5721	2686	23.4094	6528	56.8938	77949	77.4648	77347	57.2925	0.9853	058	092	Between	Animal	Animal
P1058	P2108	na	NZ_CP060073.1	4672168	2232636	47.7859	2227854	99.7858	2224728	99.8597	4782	0.2142	2229486	99.8589	8709	0.3901	5559	63.8305	851	9.7715	4194	48.1571	3085	35.4231	48917	89.6192	218723	22.2368	0.9611	058	108	Between	Animal	Animal
P1058	P3011	na	NZ_CP019267.1	4740860	2112273	44.5546	2100572	99.446	2099199	99.9346	11701	0.554	2110882	99.9341	13499	0.6391	12108	89.6955	1111	8.2302	7244	53.6632	4829	35.773	27647	52.0418	81029	19.7855	0.9831	058	011	Between	Animal	Animal
P1058	P3034	na	NZ_CP060073.1	4672168	2235378	47.8446	2230526	99.7829	2225317	99.7665	4852	0.2171	2230122	99.7649	10825	0.4843	5569	51.4457	780	7.2055	4417	40.8037	4975	45.9584	48917	89.6192	244440	20.9066	0.9555	058	034	Between	Animal	Animal
P1058	P3060	na	NZ_CP019267.1	4740860	1414802	29.8427	1406855	99.4383	1405757	99.922	7947	0.5617	1413686	99.9211	9223	0.6519	8107	87.8998	602	6.5272	5100	55.2965	3264	35.3898	27647	73.1653	127461	29.2207	0.9751	058	060	Between	Animal	Animal
P1058	P3068	na	NZ_CP019267.1	4740860	2039852	43.027	2032689	99.6488	2029529	99.8445	7163	0.3512	2036651	99.8431	10686	0.5239	7485	70.0449	383	3.5841	6899	64.5611	2873	26.8856	27647	73.1653	154052	25.5927	0.9701	058	068	Between	Animal	Animal
P1058	S1005	na	NZ_CP019245.1	4729175	1822939	38.5467	1812718	99.4393	1810357	99.8698	10221	0.5607	1820545	99.8687	13473	0.7391	11079	82.2311	1426	10.5841	2434	18.0658	8923	66.2288	77949	85.4405	111574	60.0516	0.9879	058	005	Between	Animal	Environment
P1058	S1031	na	NZ_AP021933.1	4928821	3055477	61.992	3049683	99.8104	3013726	98.821	5794	0.1896	3019422	98.82	42193	1.3809	6138	14.5474	551	1.3059	3130	7.4183	37612	89.1427	5847	100	228113	2.568	0.9549	058	031	Between	Animal	Environment
P1058	S1053	na	NZ_CP019267.1	4740860	1499262	31.6243	1492515	99.55	1490766	99.8828	6747	0.45	1497483	99.8813	8897	0.5934	7118	80.0045	646	7.2609	5626	63.2348	2234	25.1096	27647	52.0418	68249	23.5579	0.9858	058	053	Between	Animal	Environment
P1058	S1060	na	NZ_AP021933.1	4928821	3745145	75.9846	3738374	99.8192	3736921	99.9611	6771	0.1808	3743681	99.9609	8686	0.2319	7222	83.1453	900	10.3615	4271	49.1711	3295	37.9346	5847	100	49801	11.7628	0.9911	058	060	Between	Animal	Environment
P1058	S1081	na	NZ_CP019267.1	4740860	2120724	44.7329	2109801	99.4849	2107606	99.896	10923	0.5151	2118496	99.8949	13467	0.635	11239	83.4559	982	7.2919	7096	52.6918	4930	36.608	27647	78.8766	95860	39.7549	0.9831	058	081	Between	Animal	Environment
P1058	S1083	na	NZ_CP083888.1	4840195	1504073	31.0746	1488007	98.9318	1484704	99.778	16066	1.0682	1500708	99.7763	20065	1.334	16700	83.2295	2159	10.76	7294	36.3519	9768	48.6818	46877	19.9351	14777	63.3891	0.9911	058	083	Between	Animal	Environment
P1058	S1085	na	NZ_CP019245.1	4729175	1897358	40.1203	1892836	99.7617	1891292	99.9184	4522	0.2383	1895771	99.9164	6908	0.3641	5321	77.0266	1145	16.575	2958	42.8199	2078	30.0811	77949	85.4405	96818	76.3577	0.9911	058	085	Between	Animal	Environment
P1058	S1099	na	NZ_CP019267.1	4740860	1889092	39.847	1880182	99.5283	1878443	99.9075	8910	0.4717	1887327	99.9066	10997	0.5821	9232	83.9502	795	7.2292	7331	66.6636	2620	23.8247	27647	33.5443	68264	15.9352	0.9836	058	099	Between	Animal	Environment
P1058	S1108	na	NZ_CP060073.1	4672168	2334480	49.9657	2327965	99.7209	2326438	99.9344	6515	0.2791	2332912	99.9328	8380	0.359	6812	81.2888	411	4.9045	5837	69.6539	1921	22.9236	48917	31.0015	20562	71.2285	0.9914	058	108	Between	Animal	Environment
P1058	S1109	na	NZ_CP019245.1	4729175	1939312	41.0074	1929139	99.4754	1926201	99.8477	10173	0.5246	1936303	99.8448	14139	0.7291	11130	78.7184	1139	8.0557	3224	22.8022	8770	62.027	77949	100	124172	61.9713	0.986	058	109	Between	Animal	Environment
P1058	S1119	na	NZ_CP019245.1	4729175	2351122	49.7153	2344360	99.7124	2340344	99.8287	6762	0.2876	2347056	99.8271	11848	0.5039	7782	65.682	1127	9.5122	3144	26.5361	6466	54.5746	77949	93.3033	186956	41.5595	0.9735	058	119	Between	Animal	Environment
P1058	W1083	na	NZ_CP083888.1	4840195	1929943	39.8732	1921367	99.5556	1916948	99.77	8576	0.4444	1925482	99.7689	13881	0.7192	9420	67.8625	1155	8.3207	9352	67.3727	2774	19.9842	46877	35.8129	90352	24.3758	0.9785	058	083	Between	Animal	Environment
P1060	P2060	na	NZ_CP015240.1	4863599	2965746	60.9784	2961116	99.8439	2960599	99.9825	4630	0.1561	2965214	99.9821	6038	0.2036	5506	91.1891	1347	22.3087	1737	28.7678	2636	43.6568	197426	97.2481	262508	81.9232	0.9801	060	060	Within	Animal	Animal
P1060	P3060	na	NZ_CP015240.1	4863599	3307092	67.9968	3304151	99.9111	3303535	99.9814	2941	0.0889	3306461	99.9809	4602	0.1392	3971	86.2886	1232	26.771	2020	43.894	925	20.1	197426	93.7192	249574	85.0469	0.9832	060	060	Within	Animal	Animal
P1064	P1099	na	NZ_CP019267.1	4740860	1723448	36.3531	1718654	99.7218	1715685	99.8272	4794	0.2782	1720449	99.826	8323	0.4829	5324	63.9673	588	7.0648	5298	63.6549	2084	25.039	83968	87.7287	148662	51.2216	0.9766	064	099	Between	Animal	Animal
P1064	P1110	na	NZ_CP019267.1	4740860	1482184	31.264	1474869	99.5065	1471727	99.787	7315	0.4935	1479010	99.7859	10851	0.7321	7677	70.7492	705	6.4971	5166	47.6085	4508	41.5446	83968	36.6211	104975	42.4596	0.9725	064	110	Between	Animal	Animal
P1064	P2060	na	NZ_CP019267.1	4740860	1389194	29.3026	1383746	99.6078	1382229	99.8904	5448	0.3922	1387653	99.8891	7292	0.5249	5751	78.8673	670	9.1882	4328	59.3527	1883	25.8228	83968	86.0483	120843	82.7181	0.987	064	060	Between	Animal	Animal
P1064	P2064	na	NZ_CP019267.1	4740860	1718746	36.2539	1710903	99.5437	1709651	99.9268	7843	0.4563	1717473	99.9259	9565	0.5565	8292	86.6911	1362	14.2394	4911	51.3434	2687	28.092	83968	73.3315	52536	82.2579	0.9866	064	064	Within	Animal	Animal
P1064	P2069	na	NZ_CP019267.1	4740860	1423498	30.0262	1414131	99.342	1412242	99.8664	9367	0.658	1421573	99.8648	11740	0.8247	9815	83.6031	1155	9.8382	4081	34.7615	6082	51.8058	83968	85.6386	91008	84.3289	0.991	064	069	Between	Animal	Animal
P1064	P2090	na	NZ_CP073981.1	4774884	1277203	26.7484	1266080	99.1291	1264612	99.8841	11123	0.8709	1275697	99.8821	13290	1.0406	11784	88.6682	1524	11.4673	7573	56.9827	3691	27.7728	75888	100	130871	47.5636	0.9821	064	090	Between	Animal	Animal
P1064	P2092	na	NZ_CP019267.1	4740860	1684407	35.5296	1676778	99.5471	1675511	99.9244	7629	0.4529	1683119	99.9235	9611	0.5706	8323	86.5987	1341	13.9528	4541	47.2479	3213	33.4304	83968	79.4315	96103	70.106	0.9869	064	092	Between	Animal	Animal
P1064	P2109	na	NZ_CP073981.1	4774884	1584923	33.1929	1573698	99.2918	1571280	99.8463	11225	0.7082	1582447	99.8438	14620	0.9224	12144	83.0643	1395	9.5417	9375	64.1245	3298	22.5581	75888	93.3942	97422	61.3044	0.9885	064	109	Between	Animal	Animal
P1064	P3011	na	NZ_CP019267.1	4740860	1735197	36.6009	1726630	99.5063	1724930	99.9015	8567	0.4937	1733475	99.9008	10782	0.6214	9060	84.0289	1045	9.6921	5174	47.9874	4130	38.3046	83968	79.4315	81029	85.6052	0.9914	064	011	Between	Animal	Animal
P1064	P3060	na	NZ_CP019267.1	4740860	1315945	27.7575	1309671	99.5232	1308004	99.8727	6274	0.4768	1314261	99.872	8154	0.6196	6470	79.3476	655	8.0329	4295	52.6735	2981	36.5587	83968	86.0483	127461	69.6574	0.9845	064	060	Between	Animal	Animal
P1064	P3064	na	NZ_CP041302.1	4782773	1662981	34.7702	1659466	99.7886	1658872	99.9642	3515	0.2114	1662376	99.9636	5096	0.3064	4491	88.1279	1141	22.3901	2003	39.3053	1310	25.7064	92564	78.5597	99916	75.4254	0.9887	064	064	Within	Animal	Animal
P1064	P3068	na	NZ_CP019267.1	4740860	1665748	35.136	1660879	99.7077	1657441	99.793	4869	0.2923	1662273	99.7914	8892	0.5338	5417	60.9199	643	7.2312	4943	55.5893	2897	32.5798	83968	86.0483	154052	58.6386	0.9778	064	068	Between	Animal	Animal
P1064	S1024	na	NZ_CP073981.1	4774884	2068080	43.3116	2055187	99.3766	2052846	99.8861	12893	0.6234	2065683	99.8841	16257	0.7861	13860	85.2556	1608	9.8911	9832	60.4786	4326	26.6101	75888	93.3942	66108	84.008	0.9933	064	024	Between	Animal	Environment
P1064	S1053	na	NZ_CP010178.1	4741552	2249393	47.44	2244862	99.7986	2243144	99.9235	4531	0.2014	2247647	99.9224	6920	0.3076	5174	74.7688	846	12.2254	3668	53.0058	1985	28.685	64008	78.198	63225	50.0593	0.9864	064	053	Between	Animal	Environment
P1064	S1053	na	NZ_CP019267.1	4740860	1589462	33.5269	1583833	99.6459	1581524	99.8542	5629	0.3541	1587120	99.8527	8528	0.5365	6186	72.5375	843	9.8851	4908	57.5516	2395	28.084	83968	79.4315	68249	86.7236	0.9914	064	053	Between	Animal	Environment
P1064	S1064	na	NZ_CP041302.1	4782773	2337975	48.8833	2333827	99.8226	2333414	99.9823	4148	0.1774	2337557	99.9821	5768	0.2467	5350	92.7531	1636	28.3634	2365	41.0021	1209	20.9605	92564	92.0509	79423	100	0.9967	064	064	Within	Animal	Environment
P1064	S1064	na	NZ_CP010178.1	4741552	2014262	42.4811	2007741	99.6763	2007494	99.9877	6521	0.3237	2014005	99.9872	7483	0.3715	7226	96.5655	1861	24.8697	2285	30.5359	2917	38.9817	64008	78.198	67523	72.827	0.9929	064	064	Within	Animal	Environment
P1064	S1081	na	NZ_CP019267.1	4740860	1750916	36.9325	1742691	99.5302	1740173	99.8555	8225	0.4698	1748369	99.8545	11273	0.6438	8726	77.4062	1020	9.0482	5314	47.1392	4500	39.9184	83968	79.4315	95860	83.2266	0.9869	064	081	Between	Animal	Environment
P1064	S1099	na	NZ_CP019267.1	4740860	1670949	35.2457	1663817	99.5732	1661908	99.8853	7132	0.4268	1669004	99.8836	9512	0.5693	7567	79.5521	828	8.7048	5893	61.9533	2498	26.2616	83968	61.876	68264	70.5863	0.9862	064	099	Between	Animal	Environment
P1064	W1081	na	NZ_CP073981.1	4774884	1699074	35.5836	1684415	99.1372	1681929	99.8524	14659	0.8628	1696523	99.8499	18049	1.0623	15498	85.8663	1620	8.9756	9157	50.7341	6722	37.2431	75888	100	65414	91.0096	0.9948	064	081	Between	Animal	Environment
P1066	P1076	na	NZ_CP067232.1	4622610	1689645	36.5518	1686423	99.8093	1683853	99.8476	3222	0.1907	1687058	99.8469	6930	0.4101	4343	62.6696	1398	20.1732	2936	42.3665	2178	31.4286	30825	51.8281	91239	24.8983	0.9804	066	076	Between	Animal	Animal
P1066	P1110	na	NZ_CP067232.1	4622610	1942458	42.0208	1939138	99.8291	1932473	99.6563	3320	0.1709	1935757	99.655	11366	0.5851	4665	41.0435	1442	12.687	4024	35.4038	5480	48.214	30825	51.8281	71734	29.0225	0.9842	066	110	Between	Animal	Animal
P1066	P1111	na	NZ_CP101274.1	4892441	1446838	29.5729	1437079	99.3255	1435075	99.8606	9759	0.6745	1444798	99.859	12316	0.8512	10276	83.4362	1096	8.899	3945	32.0315	6831	55.4644	88612	44.4646	42321	82.81	0.9871	066	111	Between	Animal	Animal
P1066	P1119	na	NZ_CP067311.1	4631526	2106655	45.4851	2102448	99.8003	2094593	99.6264	4207	0.1997	2098767	99.6256	14188	0.6735	6300	44.4037	2171	15.3017	7095	50.007	4643	32.7248	100830	91.4014	220915	40.1883	0.9679	066	119	Between	Animal	Animal
P1066	P2005	na	NZ_CP067232.1	4622610	1976818	42.7641	1968896	99.5993	1966105	99.8582	7922	0.4007	1973984	99.8566	11875	0.6007	9041	76.1347	1565	13.1789	3537	29.7853	6031	50.7874	30825	51.8281	48626	39.1766	0.9891	066	005	Between	Animal	Animal
P1066	P2034	na	NZ_CP067311.1	4631526	727636	15.7105	723838	99.478	720441	99.5307	3798	0.522	724211	99.5293	7863	1.0806	4438	56.4416	938	11.9293	3866	49.167	2664	33.8802	100830	91.4014	102723	80.5691	0.9909	066	034	Between	Animal	Animal
P1066	P2068	na	NZ_CP101274.1	4892441	1293602	26.4408	1286355	99.4398	1283257	99.7592	7247	0.5602	1290473	99.7581	10802	0.835	7673	71.0331	742	6.8691	3445	31.8922	6410	59.3409	88612	12.7974	24258	29.1986	0.9798	066	068	Between	Animal	Animal
P1066	P2071	na	NZ_CP055184.1	4757418	1651856	34.7217	1642570	99.4378	1638791	99.7699	9286	0.5622	1648048	99.7695	13388	0.8105	9580	71.5566	654	4.885	2320	17.329	10089	75.3585	73285	93.1405	100107	75.2485	0.9921	066	071	Between	Animal	Animal
P1066	P2076	na	NZ_CP101274.1	4892441	1873635	38.2965	1869397	99.7738	1866318	99.8353	4238	0.2262	1870538	99.8347	7977	0.4257	4880	61.1759	752	9.4271	4640	58.1672	2249	28.1936	88612	100	150216	58.1503	0.9834	066	076	Between	Animal	Animal
P1066	P2109	na	NZ_CP067311.1	4631526	709915	15.3279	706112	99.4643	701979	99.4147	3803	0.5357	705757	99.4143	8539	1.2028	4381	51.3058	792	9.2751	4136	48.4366	3261	38.1895	100830	92.7452	79215	80.9935	0.9887	066	109	Between	Animal	Animal
P1066	P3051	na	NZ_CP055184.1	4757418	2050575	43.1027	2039101	99.4404	2034627	99.7806	11474	0.5596	2046049	99.7793	16325	0.7961	11799	72.2757	678	4.1531	2463	15.0873	12801	78.4135	73285	47.3221	61381	63.8259	0.9862	066	051	Between	Animal	Animal
P1066	P3092	na	NZ_CP101274.1	4892441	1765378	36.0838	1753090	99.3039	1750832	99.8712	12288	0.6961	1763080	99.8698	15031	0.8514	12733	84.7116	938	6.2404	4901	32.6059	8740	58.1465	88612	82.8048	63328	82.7422	0.9893	066	092	Between	Animal	Animal
P1066	S1066	na	NZ_CP101274.1	4892441	1824275	37.2876	1813196	99.3927	1811490	99.9059	11079	0.6073	1822537	99.9047	13536	0.742	11798	87.1602	1379	10.1876	4481	33.1043	7190	53.1176	88612	62.6033	49366	78.8903	0.9874	066	066	Within	Animal	Environment
P1066	S1066	na	NZ_CP055184.1	4757418	2144224	45.0712	2137724	99.6969	2131941	99.7295	6500	0.3031	2138362	99.7266	12797	0.5968	6935	54.1924	731	5.7123	2588	20.2235	9105	71.1495	73285	78.2329	69047	67.9175	0.9878	066	066	Within	Animal	Environment
P1066	S1083	na	NZ_CP067232.1	4622610	1691891	36.6003	1684415	99.5581	1681602	99.833	7476	0.4419	1689046	99.8318	11281	0.6668	8436	74.7806	1451	12.8623	3162	28.0294	5877	52.0964	30825	51.8281	18097	100	0.9953	066	083	Between	Animal	Environment
P1068	P1108	na	NZ_CP047876.1	4775730	3308127	69.2696	3296356	99.6442	3291663	99.8576	11771	0.3558	3303357	99.8558	17771	0.5372	13001	73.1585	2137	12.0252	7102	39.964	7477	42.0742	51447	78.0143	47297	100	0.9958	068	108	Between	Animal	Animal
P1068	P2004	na	NZ_LR134216.1	4647667	1910985	41.1171	1864711	97.5785	1854295	99.4414	46274	2.4215	1900338	99.4429	57989	3.0345	47342	81.6396	2387	4.1163	13065	22.5301	41632	71.7929	133620	46.5207	70710	79.4004	0.9799	068	004	Between	Animal	Animal
P1068	P2020	na	NZ_CP047876.1	4775730	3158831	66.1434	3142583	99.4856	3139345	99.897	16248	0.5144	3155538	99.8958	21111	0.6683	17818	84.4015	2328	11.0274	4533	21.4722	13201	62.5314	51447	66.0486	58419	67.6287	0.9884	068	020	Between	Animal	Animal
P1068	P2024	na	NZ_CP047876.1	4775730	906602	18.9835	903253	99.6306	898779	99.5047	3349	0.3694	902077	99.5009	9518	1.0499	4993	52.4585	1749	18.3757	4148	43.5806	3179	33.3999	51447	78.0143	70133	91.0869	0.9912	068	024	Between	Animal	Animal
P1068	P2038	na	NZ_CP047876.1	4775730	3345693	70.0562	3320192	99.2378	3314724	99.8353	25501	0.7622	3340143	99.8341	32326	0.9662	26776	82.8312	1731	5.3548	6762	20.9181	23047	71.2956	51447	78.0143	146353	34.8295	0.975	068	038	Between	Animal	Animal
P1068	P2120	na	NZ_CP047876.1	4775730	2134679	44.6985	2125237	99.5577	2121080	99.8044	9442	0.4423	2130456	99.8022	14607	0.6843	10384	71.0892	1743	11.9326	6536	44.7457	5370	36.7632	51447	37.5649	29402	100	0.9911	068	120	Between	Animal	Animal
P1068	P3057	na	NZ_CP047876.1	4775730	2688628	56.2977	2683309	99.8022	2677904	99.7986	5319	0.1978	2683150	99.7963	12340	0.459	6862	55.6078	1751	14.1896	6683	54.1572	3317	26.8801	51447	78.0143	64251	90.7908	0.9924	068	057	Between	Animal	Animal
P1068	P3076	na	NZ_CP047876.1	4775730	3056335	63.9972	3048667	99.7491	3044579	99.8659	7668	0.2509	3052185	99.8642	13397	0.4383	9247	69.0229	2143	15.9961	5902	44.0546	4652	34.7242	51447	78.0143	89446	48.8798	0.9871	068	076	Between	Animal	Animal
P1068	P3099	na	NZ_CP047876.1	4775730	4042667	84.6502	4034153	99.7894	4029898	99.8945	8514	0.2106	4038348	99.8932	13893	0.3437	9574	68.9124	1504	10.8256	7143	51.4144	3830	27.5678	51447	78.0143	86946	55.6	0.9875	068	099	Between	Animal	Animal
P1068	S1050	na	NZ_CP047876.1	4775730	2875804	60.2171	2835675	98.6046	2829821	99.7936	40129	1.3954	2869834	99.7924	47256	1.6432	41286	87.3667	1955	4.137	6864	14.5251	37726	79.8332	51447	78.0143	48337	100	0.9956	068	050	Between	Animal	Environment
P1068	W1019	na	NZ_CP047876.1	4775730	3139897	65.747	3134001	99.8122	3129298	99.8499	5896	0.1878	3135126	99.8481	12083	0.3848	7312	60.5148	1648	13.639	6651	55.0443	3264	27.0132	51447	78.0143	49147	72.5375	0.9936	068	019	Between	Animal	Environment
P1068	W1092	na	NZ_CP047876.1	4775730	4040954	84.6144	4014653	99.3491	4008346	99.8429	26301	0.6509	4034524	99.8409	34422	0.8518	27992	81.3201	1928	5.6011	8393	24.3827	23522	68.3342	51447	49.5306	111255	34.3832	0.9765	068	092	Between	Animal	Environment
P1068	W1098	na	NZ_LR134216.1	4647667	1571969	33.8228	1563163	99.4398	1555532	99.5118	8806	0.5602	1564304	99.5124	16930	1.077	9265	54.7253	697	4.117	13203	77.9858	2583	15.2569	133620	43.6349	88280	65.6389	0.9762	068	098	Between	Animal	Environment
P1069	P1103	na	NZ_CP080233.1	5029591	3004228	59.7311	3001220	99.8999	3000380	99.972	3008	0.1001	3003384	99.9719	15534	0.5171	14690	94.5668	11901	76.6126	808	5.2015	2432	15.656	303190	81.8015	259347	93.641	0.9813	069	103	Between	Animal	Animal
P1069	P2103	na	NZ_CP080233.1	5029591	4189356	83.2942	4187805	99.963	4187590	99.9949	1551	0.037	4189141	99.9949	24164	0.5768	23949	99.1102	23552	97.4673	268	1.1091	203	0.8401	303190	92.9298	278685	100	0.9941	069	103	Between	Animal	Animal
P1069	P3053	na	NZ_CP080233.1	5029591	3675163	73.0708	3670519	99.8736	3669250	99.9654	4644	0.1264	3673872	99.9649	17364	0.4725	16073	92.5651	11707	67.4211	1594	9.1799	2894	16.6667	303190	79.9835	266217	95.9837	0.9785	069	053	Between	Animal	Animal
P1071	P1098	na	NZ_LR134295.1	4722738	787791	16.6808	784157	99.5387	769084	98.0778	3634	0.4613	772641	98.0769	19193	2.4363	4043	21.065	546	2.8448	15820	82.4259	1972	10.2746	264453	26.2247	66283	89.6866	0.9508	071	098	Between	Animal	Animal
P1071	P2053	na	NZ_AP021933.1	4928821	2421799	49.1355	2398742	99.0479	2393858	99.7964	23057	0.9521	2416876	99.7967	51895	2.1428	46972	90.5135	24133	46.5035	3650	7.0334	17711	34.1285	296029	49.7749	135850	100	0.9646	071	053	Between	Animal	Animal
P1071	P2053	na	NZ_LR134295.1	4722738	309314	6.5495	306722	99.162	300774	98.0608	2592	0.838	303312	98.0596	9304	3.0079	3302	35.4901	796	8.5555	5940	63.8435	1901	20.4321	264453	10.2362	28764	100	0.9489	071	053	Between	Animal	Animal
P1071	P3038	na	NZ_LR134295.1	4722738	897424	19.0022	889790	99.1493	874046	98.2306	7634	0.8507	881533	98.2293	23972	2.6712	8081	33.7102	793	3.308	16861	70.3362	3926	16.3774	264453	34.405	104521	81.287	0.9516	071	038	Between	Animal	Animal
P1071	P3109	na	NZ_LR134295.1	4722738	427881	9.06	425157	99.3634	416700	98.0109	2724	0.6366	419367	98.0102	12266	2.8667	3752	30.5886	1119	9.1228	8038	65.5307	2497	20.3571	264453	21.7245	48270	73.2753	0.9474	071	109	Between	Animal	Animal
P1071	S1031	na	NZ_AP021933.1	4928821	2892853	58.6926	2890541	99.9201	2888715	99.9368	2312	0.0799	2891021	99.9367	38455	1.3293	36623	95.236	34433	89.541	1109	2.8839	2272	5.9082	296029	74.2181	228113	91.1553	0.9725	071	031	Between	Animal	Environment
