cds,sample,ref,ARG,mobility,size,cluster
S1076_Esch_coli_F5656C1_NODE_167_length_6954_cov_212.709378_3,S1076,Esch_coli_F5656C1,gb|AAC75733.1|ARO:3000074|emrB,non-mobile,6953,Cluster 4245
S1076_Esch_coli_F5656C1_NODE_169_length_6886_cov_151.880984_5,S1076,Esch_coli_F5656C1,gb|AAC75271.1|ARO:3003952|YojI,mobile,6885,Cluster 3694
S1076_Esch_coli_F5656C1_NODE_172_length_6603_cov_130.045205_1,S1076,Esch_coli_F5656C1,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,6602,Cluster 2351
S1076_Esch_coli_F5656C1_NODE_172_length_6603_cov_130.045205_2,S1076,Esch_coli_F5656C1,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,6602,Cluster 5903
S1076_Esch_coli_F5656C1_NODE_179_length_6056_cov_150.921846_6,S1076,Esch_coli_F5656C1,gb|BAB35162.1|ARO:3000676|H-NS,non-mobile,5860,Cluster 16560
S1076_Esch_coli_F5656C1_NODE_194_length_5241_cov_117.809294_1,S1076,Esch_coli_F5656C1,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,5240,Cluster 5259
S1076_Esch_coli_F5656C1_NODE_194_length_5241_cov_117.809294_2,S1076,Esch_coli_F5656C1,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,5240,Cluster 9765
S1076_Esch_coli_F5656C1_NODE_228_length_3113_cov_151.652714_3,S1076,Esch_coli_F5656C1,gb|BAE78082.1|ARO:3003550|mdtP,not known,3112,Cluster 5160
S1076_Esch_coli_F5656C1_NODE_228_length_3113_cov_151.652714_4,S1076,Esch_coli_F5656C1,gb|BAE78083.1|ARO:3003549|mdtO,not known,3112,Cluster 6279
S1076_Esch_coli_F5656C1_NODE_31_length_35827_cov_249.558733_21,S1076,Esch_coli_F5656C1,gb|BAE78116.1|ARO:3003576|eptA,non-mobile,11643,Cluster 3609
S1076_Esch_coli_F5656C1_NODE_37_length_32955_cov_259.870638_14,S1076,Esch_coli_F5656C1,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3328
S1076_Esch_coli_F5656C1_NODE_38_length_32856_cov_233.676961_22,S1076,Esch_coli_F5656C1,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,10677,Cluster 13202
S1076_Esch_coli_F5656C1_NODE_435_length_228_cov_2.653179_1,S1076,Esch_coli_F5656C1,gb|AAC75137.1|ARO:3000794|mdtC,not known,227,Cluster 28368
S1076_Esch_coli_F5656C1_NODE_44_length_30380_cov_194.013454_1,S1076,Esch_coli_F5656C1,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,5282,Cluster 586
S1076_Esch_coli_F5656C1_NODE_44_length_30380_cov_194.013454_2,S1076,Esch_coli_F5656C1,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,8360,Cluster 2170
S1076_Esch_coli_F5656C1_NODE_44_length_30380_cov_194.013454_4,S1076,Esch_coli_F5656C1,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,11176,Cluster 5364
S1076_Esch_coli_F5656C1_NODE_44_length_30380_cov_194.013454_5,S1076,Esch_coli_F5656C1,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,10722,Cluster 12746
S1076_Esch_coli_F5656C1_NODE_46_length_30140_cov_260.348479_23,S1076,Esch_coli_F5656C1,gb|BAB38260.1|ARO:3000830|cpxA,non-mobile,11373,Cluster 5640
S1076_Esch_coli_F5656C1_NODE_462_length_212_cov_1.222930_1,S1076,Esch_coli_F5656C1,gb|AAC75136.1|ARO:3000793|mdtB,not known,211,Cluster 29880
S1076_Esch_coli_F5656C1_NODE_49_length_29370_cov_245.765990_11,S1076,Esch_coli_F5656C1,gb|WP_063610930.1|ARO:3006876|EC-15,mobile,11166,Cluster 8442
S1076_Esch_coli_F5656C1_NODE_5_length_68331_cov_216.325078_15,S1076,Esch_coli_F5656C1,gb|AAC74149.2|ARO:3001216|mdtH,mobile,11208,Cluster 7301
S1076_Esch_coli_F5656C1_NODE_5_length_68331_cov_216.325078_3,S1076,Esch_coli_F5656C1,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,7045,Cluster 6256
S1076_Esch_coli_F5656C1_NODE_53_length_27102_cov_204.361112_8,S1076,Esch_coli_F5656C1,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,13113,Cluster 1482
S1076_Esch_coli_F5656C1_NODE_58_length_26010_cov_276.741399_10,S1076,Esch_coli_F5656C1,gb|AAC76093.1|ARO:3002986|bacA,mobile,10821,Cluster 11441
S1076_Esch_coli_F5656C1_NODE_59_length_25932_cov_286.992851_11,S1076,Esch_coli_F5656C1,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,10632,Cluster 13944
S1076_Esch_coli_F5656C1_NODE_6_length_67328_cov_268.468375_10,S1076,Esch_coli_F5656C1,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,13113,Cluster 953
S1076_Esch_coli_F5656C1_NODE_6_length_67328_cov_268.468375_12,S1076,Esch_coli_F5656C1,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,10728,Cluster 12395
S1076_Esch_coli_F5656C1_NODE_6_length_67328_cov_268.468375_13,S1076,Esch_coli_F5656C1,gb|BAE77778.1|ARO:3000508|gadX,non-mobile,10824,Cluster 11055
S1076_Esch_coli_F5656C1_NODE_6_length_67328_cov_268.468375_9,S1076,Esch_coli_F5656C1,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,11157,Cluster 8771
S1076_Esch_coli_F5656C1_NODE_69_length_21791_cov_205.230999_21,S1076,Esch_coli_F5656C1,gb|AAC75314.1|ARO:3003578|PmrF,non-mobile,7171,Cluster 10235
S1076_Esch_coli_F5656C1_NODE_81_length_19305_cov_125.031481_23,S1076,Esch_coli_F5656C1,gb|CAA77936.1|ARO:3004039|Ecol_emrE,non-mobile,7862,Cluster 18355
S1076_Esch_coli_F5656C1_NODE_87_length_17212_cov_266.366906_12,S1076,Esch_coli_F5656C1,gb|ACN32294.1|ARO:3000237|TolC,mobile,11481,Cluster 4754
S1076_Esch_coli_F5656C1_NODE_98_length_15265_cov_149.557462_4,S1076,Esch_coli_F5656C1,gb|AAC77293.1|ARO:3001214|mdtM,mobile,9515,Cluster 6721
S1076_Esch_fergusonii_RHB38-C01_NODE_1043_length_219_cov_1.170732_1,S1076,Esch_fergusonii_RHB38-C01,gb|BAE77933.1|ARO:3000518|CRP,not known,218,Cluster 28998
S1076_Esch_fergusonii_RHB38-C01_NODE_1060_length_212_cov_1.222930_1,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75136.1|ARO:3000793|mdtB,not known,211,Cluster 29880
S1076_Esch_fergusonii_RHB38-C01_NODE_115_length_11666_cov_15.294721_9,S1076,Esch_fergusonii_RHB38-C01,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,7736,Cluster 13965
S1076_Esch_fergusonii_RHB38-C01_NODE_122_length_11384_cov_10.773678_4,S1076,Esch_fergusonii_RHB38-C01,gb|AAC77293.1|ARO:3001214|mdtM,mobile,9219,Cluster 6972
S1076_Esch_fergusonii_RHB38-C01_NODE_13_length_32170_cov_13.065452_27,S1076,Esch_fergusonii_RHB38-C01,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,8117,Cluster 1073
S1076_Esch_fergusonii_RHB38-C01_NODE_135_length_10394_cov_16.462714_3,S1076,Esch_fergusonii_RHB38-C01,gb|AAC76298.1|ARO:3000502|AcrF,non-mobile,10334,Cluster 1483
S1076_Esch_fergusonii_RHB38-C01_NODE_15_length_31237_cov_13.679014_9,S1076,Esch_fergusonii_RHB38-C01,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3458
S1076_Esch_fergusonii_RHB38-C01_NODE_17_length_30868_cov_20.332035_14,S1076,Esch_fergusonii_RHB38-C01,gb|WP_063860454.1|ARO:3006881|EC-8,mobile,11166,Cluster 8444
S1076_Esch_fergusonii_RHB38-C01_NODE_183_length_7852_cov_10.023214_1,S1076,Esch_fergusonii_RHB38-C01,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,5672,Cluster 13421
S1076_Esch_fergusonii_RHB38-C01_NODE_203_length_7076_cov_13.730950_5,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75314.1|ARO:3003578|PmrF,non-mobile,7075,Cluster 10168
S1076_Esch_fergusonii_RHB38-C01_NODE_206_length_6962_cov_10.273635_3,S1076,Esch_fergusonii_RHB38-C01,gb|BAB35162.1|ARO:3000676|H-NS,non-mobile,6907,Cluster 17859
S1076_Esch_fergusonii_RHB38-C01_NODE_227_length_6095_cov_15.979470_3,S1076,Esch_fergusonii_RHB38-C01,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,6094,Cluster 1484
S1076_Esch_fergusonii_RHB38-C01_NODE_23_length_28755_cov_16.376028_4,S1076,Esch_fergusonii_RHB38-C01,gb|ACN32294.1|ARO:3000237|TolC,mobile,8589,Cluster 4992
S1076_Esch_fergusonii_RHB38-C01_NODE_230_length_6058_cov_7.976678_1,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75271.1|ARO:3003952|YojI,mobile,6057,Cluster 4042
S1076_Esch_fergusonii_RHB38-C01_NODE_236_length_5793_cov_9.041304_7,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75089.1|ARO:3003577|ugd,non-mobile,5792,Cluster 11023
S1076_Esch_fergusonii_RHB38-C01_NODE_267_length_4766_cov_13.962853_4,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75733.1|ARO:3000074|emrB,not known,4765,Cluster 4595
S1076_Esch_fergusonii_RHB38-C01_NODE_267_length_4766_cov_13.962853_5,S1076,Esch_fergusonii_RHB38-C01,gb|BAA16547.1|ARO:3000027|emrA,not known,4765,Cluster 9374
S1076_Esch_fergusonii_RHB38-C01_NODE_275_length_4461_cov_13.732864_2,S1076,Esch_fergusonii_RHB38-C01,gb|AAC76093.1|ARO:3002986|bacA,mobile,4460,Cluster 11476
S1076_Esch_fergusonii_RHB38-C01_NODE_320_length_3568_cov_12.030174_4,S1076,Esch_fergusonii_RHB38-C01,gb|AAC74149.2|ARO:3001216|mdtH,not known,3567,Cluster 7269
S1076_Esch_fergusonii_RHB38-C01_NODE_40_length_22127_cov_10.273242_10,S1076,Esch_fergusonii_RHB38-C01,gb|BAA15221.2|ARO:3000263|marA,non-mobile,10386,Cluster 18614
S1076_Esch_fergusonii_RHB38-C01_NODE_43_length_21809_cov_13.851659_11,S1076,Esch_fergusonii_RHB38-C01,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7744
S1076_Esch_fergusonii_RHB38-C01_NODE_43_length_21809_cov_13.851659_12,S1076,Esch_fergusonii_RHB38-C01,gb|AAC73564.1|ARO:3000216|acrB,mobile,13149,Cluster 516
S1076_Esch_fergusonii_RHB38-C01_NODE_50_length_20181_cov_10.567376_10,S1076,Esch_fergusonii_RHB38-C01,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,10722,Cluster 12747
S1076_Esch_fergusonii_RHB38-C01_NODE_50_length_20181_cov_10.567376_11,S1076,Esch_fergusonii_RHB38-C01,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,11403,Cluster 5562
S1076_Esch_fergusonii_RHB38-C01_NODE_50_length_20181_cov_10.567376_13,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,12636,Cluster 2171
S1076_Esch_fergusonii_RHB38-C01_NODE_50_length_20181_cov_10.567376_14,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,9558,Cluster 900
S1076_Esch_fergusonii_RHB38-C01_NODE_50_length_20181_cov_10.567376_15,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,6436,Cluster 6139
S1076_Esch_fergusonii_RHB38-C01_NODE_704_length_549_cov_5.082996_1,S1076,Esch_fergusonii_RHB38-C01,gb|AAC75731.1|ARO:3000516|emrR,not known,548,Cluster 15296
S1076_Esch_fergusonii_RHB38-C01_NODE_76_length_15422_cov_12.870372_5,S1076,Esch_fergusonii_RHB38-C01,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,9918,Cluster 7188
S1076_Esch_fergusonii_RHB38-C01_NODE_77_length_15380_cov_14.543817_14,S1076,Esch_fergusonii_RHB38-C01,gb|BAB38260.1|ARO:3000830|cpxA,non-mobile,7786,Cluster 5845
S1076_unmapped_NODE_10114_length_272_cov_0.884793_1,S1076,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,271,Cluster 12102
S1076_unmapped_NODE_10498_length_265_cov_2.285714_1,S1076,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,264,Cluster 31248
S1076_unmapped_NODE_105_length_16004_cov_21.678538_1,S1076,unmapped,gb|CAE50925.1|ARO:3002589|AAC(6')-Iid,non-mobile,5792,Cluster 15153
S1076_unmapped_NODE_1079_length_3298_cov_42.366944_2,S1076,unmapped,gb|AAC75271.1|ARO:3003952|YojI,mobile,3297,Cluster 4043
S1076_unmapped_NODE_10822_length_261_cov_0.883495_1,S1076,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,260,Cluster 25017
S1076_unmapped_NODE_10930_length_259_cov_0.941176_1,S1076,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,258,Cluster 25261
S1076_unmapped_NODE_1097_length_3236_cov_8.748192_3,S1076,unmapped,gb|AGV10830.1|ARO:3002647|APH(3')-IIIa,not known,3235,Cluster 11836
S1076_unmapped_NODE_1097_length_3236_cov_8.748192_4,S1076,unmapped,gb|AAB53445.1|ARO:3002897|SAT-4,not known,3235,Cluster 15226
S1076_unmapped_NODE_1097_length_3236_cov_8.748192_5,S1076,unmapped,gb|AAU10334.1|ARO:3002628|aad(6),not known,3235,Cluster 10688
S1076_unmapped_NODE_1102_length_3222_cov_3018.755920_1,S1076,unmapped,gb|AAC23556.1|ARO:3002660|APH(6)-Id,not known,3221,Cluster 11195
S1076_unmapped_NODE_1102_length_3222_cov_3018.755920_2,S1076,unmapped,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,not known,3221,Cluster 10164
S1076_unmapped_NODE_1102_length_3222_cov_3018.755920_3,S1076,unmapped,gb|AHK10285.1|ARO:3002859|dfrA14,not known,3221,Cluster 16327
S1076_unmapped_NODE_1102_length_3222_cov_3018.755920_4,S1076,unmapped,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,not known,3221,Cluster 14733
S1076_unmapped_NODE_1102_length_3222_cov_3018.755920_5,S1076,unmapped,gb|AAL59753.1|ARO:3000412|sul2,not known,3221,Cluster 9989
S1076_unmapped_NODE_11037_length_257_cov_2.316832_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,256,Cluster 1452
S1076_unmapped_NODE_11303_length_253_cov_2.111111_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,252,Cluster 25758
S1076_unmapped_NODE_11375_length_252_cov_1.461929_1,S1076,unmapped,gb|ABG77965.1|ARO:3004042|Eclo_acrA,not known,251,Cluster 25759
S1076_unmapped_NODE_116_length_15302_cov_206.198072_14,S1076,unmapped,gb|AEJ33969.1|ARO:3000410|sul1,mobile,8960,Cluster 10895
S1076_unmapped_NODE_116_length_15302_cov_206.198072_15,S1076,unmapped,gb|AAC44316.1|ARO:3005010|qacEdelta1,mobile,8127,Cluster 19920
S1076_unmapped_NODE_116_length_15302_cov_206.198072_16,S1076,unmapped,gb|AAO49597.1|ARO:3002601|aadA,mobile,7616,Cluster 10705
S1076_unmapped_NODE_116_length_15302_cov_206.198072_17,S1076,unmapped,gb|AAP74961.2|ARO:3002854|dfrA1,mobile,6732,Cluster 16497
S1076_unmapped_NODE_11768_length_246_cov_2.513089_1,S1076,unmapped,gb|AAC74000.1|ARO:3003950|msbA,not known,245,Cluster 26623
S1076_unmapped_NODE_11800_length_246_cov_1.005236_1,S1076,unmapped,gb|BAE77933.1|ARO:3000518|CRP,not known,245,Cluster 26355
S1076_unmapped_NODE_11873_length_245_cov_1.210526_1,S1076,unmapped,gb|BAA15935.1|ARO:3000828|baeR,not known,244,Cluster 26624
S1076_unmapped_NODE_1191_length_2984_cov_6.050529_3,S1076,unmapped,gb|AAC75731.1|ARO:3000516|emrR,not known,2983,Cluster 15518
S1076_unmapped_NODE_1191_length_2984_cov_6.050529_4,S1076,unmapped,gb|BAA16547.1|ARO:3000027|emrA,not known,2983,Cluster 8065
S1076_unmapped_NODE_1191_length_2984_cov_6.050529_5,S1076,unmapped,gb|AAC75733.1|ARO:3000074|emrB,not known,2983,Cluster 22419
S1076_unmapped_NODE_11975_length_243_cov_2.159574_1,S1076,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,242,Cluster 26909
S1076_unmapped_NODE_11998_length_243_cov_1.500000_1,S1076,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,242,Cluster 26910
S1076_unmapped_NODE_12024_length_243_cov_0.920213_1,S1076,unmapped,gb|BAB35162.1|ARO:3000676|H-NS,not known,242,Cluster 16247
S1076_unmapped_NODE_12138_length_241_cov_1.258065_1,S1076,unmapped,gb|BAA15934.1|ARO:3000829|baeS,not known,240,Cluster 4724
S1076_unmapped_NODE_1242_length_2850_cov_19.225760_1,S1076,unmapped,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,not known,2849,Cluster 7540
S1076_unmapped_NODE_12466_length_236_cov_3.132597_1,S1076,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,235,Cluster 27445
S1076_unmapped_NODE_12556_length_235_cov_1.444444_1,S1076,unmapped,gb|AAP43110.2|ARO:3003923|oqxB,not known,234,Cluster 27446
S1076_unmapped_NODE_12788_length_232_cov_1.033898_1,S1076,unmapped,gb|AAC75731.1|ARO:3000516|emrR,not known,231,Cluster 27756
S1076_unmapped_NODE_1288_length_2730_cov_53.195514_1,S1076,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,2729,Cluster 5669
S1076_unmapped_NODE_13003_length_228_cov_2.219653_1,S1076,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,227,Cluster 28369
S1076_unmapped_NODE_13161_length_226_cov_1.140351_1,S1076,unmapped,gb|AAC76093.1|ARO:3002986|bacA,not known,225,Cluster 11601
S1076_unmapped_NODE_1321_length_2671_cov_5.288609_1,S1076,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,2670,Cluster 9971
S1076_unmapped_NODE_13330_length_224_cov_0.982249_1,S1076,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,223,Cluster 0
S1076_unmapped_NODE_13422_length_222_cov_2.000000_1,S1076,unmapped,gb|AAC75135.2|ARO:3000792|mdtA,not known,221,Cluster 29000
S1076_unmapped_NODE_1344_length_2619_cov_10.963339_2,S1076,unmapped,gb|BAE77933.1|ARO:3000518|CRP,not known,2618,Cluster 13892
S1076_unmapped_NODE_13526_length_221_cov_1.156627_1,S1076,unmapped,gb|BAC11901.1|ARO:3004455|Ssui_ACT_CHL,not known,220,Cluster 13763
S1076_unmapped_NODE_13818_length_217_cov_1.777778_1,S1076,unmapped,gb|BAA15934.1|ARO:3000829|baeS,not known,216,Cluster 5562
S1076_unmapped_NODE_13888_length_216_cov_1.515528_2,S1076,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,215,Cluster 4992
S1076_unmapped_NODE_14068_length_214_cov_1.207547_1,S1076,unmapped,gb|AAC76093.1|ARO:3002986|bacA,not known,213,Cluster 29582
S1076_unmapped_NODE_1427_length_2451_cov_403.737896_1,S1076,unmapped,gb|AAN06707.1|ARO:3000165|tet(A),mobile,2450,Cluster 7547
S1076_unmapped_NODE_14485_length_208_cov_1.130719_1,S1076,unmapped,gb|AAC76297.1|ARO:3000499|AcrE,not known,207,Cluster 30172
S1076_unmapped_NODE_14497_length_208_cov_0.869281_1,S1076,unmapped,gb|BAB36671.1|ARO:3000832|evgA,not known,207,Cluster 30361
S1076_unmapped_NODE_1644_length_2078_cov_31.405833_3,S1076,unmapped,gb|BAA15221.2|ARO:3000263|marA,not known,2077,Cluster 18738
S1076_unmapped_NODE_1690_length_2024_cov_225.744033_1,S1076,unmapped,gb|CAD09800.1|ARO:3000873|TEM-1,mobile,2023,Cluster 10985
S1076_unmapped_NODE_1728_length_1970_cov_119.005744_2,S1076,unmapped,gb|AAC77293.1|ARO:3001214|mdtM,not known,1969,Cluster 7528
S1076_unmapped_NODE_1794_length_1870_cov_17.739394_3,S1076,unmapped,gb|WP_063610930.1|ARO:3006876|EC-15,not known,1869,Cluster 9106
S1076_unmapped_NODE_1797_length_1867_cov_54.433223_2,S1076,unmapped,gb|AAC75089.1|ARO:3003577|ugd,not known,1866,Cluster 8445
S1076_unmapped_NODE_1813_length_1850_cov_4.614485_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,1849,Cluster 4736
S1076_unmapped_NODE_1835_length_1815_cov_6.791477_2,S1076,unmapped,gb|AAC75314.1|ARO:3003578|PmrF,not known,1814,Cluster 10370
S1076_unmapped_NODE_1882_length_1747_cov_23.943853_1,S1076,unmapped,gb|WP_063860454.1|ARO:3006881|EC-8,mobile,1746,Cluster 31320
S1076_unmapped_NODE_2039_length_1560_cov_7.029236_1,S1076,unmapped,gb|ABV18113.1|ARO:3001329|mdtG,not known,1559,Cluster 9882
S1076_unmapped_NODE_209_length_11424_cov_79.950567_5,S1076,unmapped,gb|BAB82500.1|ARO:3000186|tet(M),mobile,10944,Cluster 3142
S1076_unmapped_NODE_209_length_11424_cov_79.950567_6,S1076,unmapped,gb|AAA22851.1|ARO:3000179|tet(L),mobile,8831,Cluster 5628
S1076_unmapped_NODE_21_length_24770_cov_11.656686_10,S1076,unmapped,gb|AAD22403.1|ARO:3002970|vanT_in_vanC_cl,non-mobile,12096,Cluster 2745
S1076_unmapped_NODE_21_length_24770_cov_11.656686_11,S1076,unmapped,gb|AAF86641.1|ARO:3002922|vanR_in_vanC_cl,non-mobile,10695,Cluster 13062
S1076_unmapped_NODE_21_length_24770_cov_11.656686_12,S1076,unmapped,gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl,non-mobile,11085,Cluster 9427
S1076_unmapped_NODE_21_length_24770_cov_11.656686_8,S1076,unmapped,gb|AAA24786.1|ARO:3000368|vanC,non-mobile,11034,Cluster 9699
S1076_unmapped_NODE_21_length_24770_cov_11.656686_9,S1076,unmapped,gb|AAF61331.1|ARO:3002966|vanXY_in_vanC,non-mobile,10572,Cluster 14867
S1076_unmapped_NODE_2155_length_1450_cov_8.270968_1,S1076,unmapped,gb|AAC75733.1|ARO:3000074|emrB,not known,1449,Cluster 9330
S1076_unmapped_NODE_2169_length_1439_cov_6.157514_1,S1076,unmapped,gb|AAF86219.1|ARO:3000375|ErmB,not known,1438,Cluster 12325
S1076_unmapped_NODE_2248_length_1362_cov_16.442234_3,S1076,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,1361,Cluster 5685
S1076_unmapped_NODE_2326_length_1299_cov_14.963023_2,S1076,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,mobile,1298,Cluster 9215
S1076_unmapped_NODE_2415_length_1238_cov_7.497041_1,S1076,unmapped,gb|AAC74149.2|ARO:3001216|mdtH,not known,1237,Cluster 10423
S1076_unmapped_NODE_2474_length_1192_cov_7.782762_1,S1076,unmapped,gb|BAA11237.1|ARO:3000254|emrY,not known,1191,Cluster 9136
S1076_unmapped_NODE_2667_length_1061_cov_3.364811_1,S1076,unmapped,gb|BAA15935.1|ARO:3000828|baeR,not known,1060,Cluster 14260
S1076_unmapped_NODE_2667_length_1061_cov_3.364811_2,S1076,unmapped,gb|BAA15934.1|ARO:3000829|baeS,not known,1060,Cluster 17077
S1076_unmapped_NODE_285_length_9699_cov_92.180216_1,S1076,unmapped,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,5654,Cluster 13750
S1076_unmapped_NODE_285_length_9699_cov_92.180216_3,S1076,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,9698,Cluster 2172
S1076_unmapped_NODE_285_length_9699_cov_92.180216_4,S1076,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,9553,Cluster 901
S1076_unmapped_NODE_285_length_9699_cov_92.180216_5,S1076,unmapped,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,6431,Cluster 6140
S1076_unmapped_NODE_2921_length_926_cov_4.022962_2,S1076,unmapped,gb|BAA15935.1|ARO:3000828|baeR,not known,925,Cluster 31247
S1076_unmapped_NODE_2938_length_914_cov_3.202561_1,S1076,unmapped,gb|AAC76297.1|ARO:3000499|AcrE,not known,913,Cluster 23660
S1076_unmapped_NODE_2938_length_914_cov_3.202561_2,S1076,unmapped,gb|AAC76296.1|ARO:3000656|AcrS,not known,913,Cluster 13380
S1076_unmapped_NODE_2990_length_891_cov_13.369617_1,S1076,unmapped,gb|AAB63533.1|ARO:3002556|AAC(6')-Ii,not known,890,Cluster 15123
S1076_unmapped_NODE_3558_length_713_cov_3.205167_1,S1076,unmapped,gb|ACJ63260.1|ARO:3000413|sul3,not known,712,Cluster 11856
S1076_unmapped_NODE_3600_length_702_cov_2.374034_2,S1076,unmapped,gb|AFK13828.1|ARO:3000823|ramA,not known,701,Cluster 29296
S1076_unmapped_NODE_3708_length_677_cov_2.004823_1,S1076,unmapped,gb|ACS71747.1|ARO:3002738|QnrB23,not known,676,Cluster 13180
S1076_unmapped_NODE_3714_length_676_cov_2.162641_1,S1076,unmapped,gb|AAP43110.2|ARO:3003923|oqxB,not known,675,Cluster 13393
S1076_unmapped_NODE_3751_length_668_cov_2.696574_1,S1076,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,667,Cluster 14226
S1076_unmapped_NODE_3819_length_653_cov_2.357860_1,S1076,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,652,Cluster 19055
S1076_unmapped_NODE_3819_length_653_cov_2.357860_2,S1076,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,652,Cluster 28061
S1076_unmapped_NODE_390_length_7887_cov_13.861083_6,S1076,unmapped,gb|BAG75524.1|ARO:3003954|efmA,non-mobile,6422,Cluster 5341
S1076_unmapped_NODE_4016_length_613_cov_15.637993_2,S1076,unmapped,gb|BAE77781.1|ARO:3000795|mdtE,not known,612,Cluster 8701
S1076_unmapped_NODE_4082_length_603_cov_2.465328_1,S1076,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,602,Cluster 14544
S1076_unmapped_NODE_413_length_7761_cov_33.466001_1,S1076,unmapped,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,5672,Cluster 13422
S1076_unmapped_NODE_4279_length_572_cov_7.727273_1,S1076,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,571,Cluster 16264
S1076_unmapped_NODE_4393_length_558_cov_1.715706_1,S1076,unmapped,gb|AIA35096.1|ARO:3005059|LptD,not known,557,Cluster 15036
S1076_unmapped_NODE_441_length_7411_cov_7.647771_6,S1076,unmapped,gb|AAC76093.1|ARO:3002986|bacA,mobile,5431,Cluster 17418
S1076_unmapped_NODE_4512_length_544_cov_1.002045_1,S1076,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,543,Cluster 15297
S1076_unmapped_NODE_4543_length_540_cov_1.068041_1,S1076,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,539,Cluster 15348
S1076_unmapped_NODE_4799_length_512_cov_4.409190_2,S1076,unmapped,gb|AAC74000.1|ARO:3003950|msbA,not known,511,Cluster 3350
S1076_unmapped_NODE_4905_length_502_cov_2.313199_1,S1076,unmapped,gb|AAC76093.1|ARO:3002986|bacA,not known,501,Cluster 11452
